,fbcsp,eegnet,safka_csp,multikernel_safka_csp,csp
525,0.6254,0.8865,0.3747,0.3956,0.3299
526,0.5179,0.951,0.5786,0.9023,0.9307
527,0.9146,0.9604,0.377,0.3331,0.2634
528,0.8774,0.724,0.4374,0.3816,0.4818
529,0.9133,0.8937,0.4867,0.2691,0.6205
530,0.1035,0.2771,0.1566,0.2061,0.2087
531,0.7788,0.9765,0.5174,0.6051,0.7211
532,0.6686,0.5868,0.4776,0.3158,0.4461
533,0.8159,0.3203,0.7024,0.6531,0.3987
534,0.9509,0.0507,0.273,0.3,0.0516
535,0.1466,0.4571,0.5971,0.3061,0.4351
536,0.8311,0.9628,0.6082,0.4909,0.2135
537,0.3827,0.9838,0.594,0.4444,0.5129
538,0.3515,0.2187,0.4936,0.4507,0.5695
539,0.9889,0.8679,0.4956,0.7369,0.6514
540,0.6811,0.2726,0.5183,0.3684,0.4948
541,0.9914,0.6518,0.8488,0.921,0.9278
542,0.8962,0.7131,0.3979,0.7025,0.3682
543,0.6697,0.9553,0.3418,0.2718,0.4045
544,0.9303,0.9765,0.5861,0.6279,0.8148
545,0.1866,0.7982,0.2665,0.2701,0.4108
546,0.6641,0.344,0.4723,0.7571,0.5682
547,0.4996,0.406,0.2396,0.0587,0.3766
548,0.9329,0.7293,0.8235,0.8784,0.835
549,0.2049,0.9571,0.127,0.1069,0.352
550,0.1046,0.0963,0.2928,0.2321,0.2269
551,0.667,0.8129,0.6767,0.8726,0.4275
552,0.983,0.2972,0.6751,0.268,0.4835
553,0.8537,0.93,0.8395,0.926,0.8453
554,0.0582,0.7487,0.5259,0.8069,0.4505
555,0.6735,0.2687,0.6645,0.263,0.9045
556,0.4175,0.0843,0.3222,0.4228,0.3989
557,0.4844,0.5464,0.2812,0.0483,0.3757
558,0.9637,0.3116,0.9097,0.9308,0.7207
559,0.2328,0.772,0.7269,0.8395,0.4409
560,0.7841,0.6644,0.7869,0.9434,0.9292
561,0.2119,0.507,0.6439,0.5304,0.7742
562,0.3481,0.4535,0.5265,0.559,0.3722
563,0.0877,0.6837,0.541,0.1701,0.525
564,0.4656,0.9375,0.7093,0.7338,0.2244
565,0.99,0.8557,0.7054,0.8693,0.5413
566,0.0181,0.9295,0.4801,0.2488,0.8847
567,0.2806,0.8973,0.5672,0.2377,0.5189
568,0.2834,0.7447,0.619,0.7307,0.6266
569,0.1088,0.3793,0.27,0.1265,0.3955
570,0.2314,0.2022,0.3313,0.4456,0.4181
571,0.7502,0.6044,0.5781,0.5936,0.1253
572,0.0428,0.6212,0.6799,0.8641,0.3914
573,0.3916,0.6613,0.5703,0.7752,0.5862
574,0.8336,0.969,0.4241,0.3648,0.583
575,0.887,0.3882,0.7689,0.6753,0.697
576,0.927,0.8045,0.9142,0.9968,0.6661
577,0.941,0.2403,0.9825,0.9999,0.3256
578,0.2183,0.9531,0.0881,0.0905,0.1905
579,0.9945,0.9822,0.5378,0.9285,0.2053
580,0.2832,0.9938,0.902,0.9538,0.812
581,0.3652,0.8537,0.9836,0.8383,0.446
582,0.6419,0.988,0.9976,0.9996,0.276
583,0.9992,0.9754,0.9894,0.9998,0.5223
584,0.9999,0.9539,1.0,0.9984,0.0398
585,0.9925,0.5266,0.9999,1.0,0.2525
586,0.9834,0.5627,0.9966,0.9998,0.3157
587,0.9941,0.9869,0.9987,1.0,0.6478
588,0.9903,0.9088,0.9997,0.9999,0.5379
589,0.9969,0.8287,0.9725,0.9984,0.7887
590,0.9832,0.5599,0.9513,0.9491,0.8301
591,0.9987,0.8849,0.9999,1.0,0.6069
592,0.9805,0.9601,1.0,1.0,0.773
593,0.9887,0.8456,0.9999,1.0,0.7627
594,0.4151,0.6556,1.0,1.0,0.8035
595,0.0944,0.4493,0.9881,0.7813,0.0838
596,0.5823,0.7293,0.585,0.9547,0.4876
597,0.9992,0.8622,1.0,1.0,0.8821
598,0.9991,0.9735,0.9865,0.6985,0.267
599,0.9981,0.9675,1.0,1.0,0.1305
600,0.9674,0.8572,0.9852,0.7894,0.1624
601,0.8747,0.1969,0.9989,0.9726,0.4926
602,0.8991,0.968,0.9846,0.9993,0.4276
603,0.9981,0.4915,0.9994,0.9981,0.7148
604,0.9993,0.4797,0.9999,1.0,0.3281
605,0.7294,0.9369,0.9999,0.9999,0.4506
606,0.9026,0.6104,0.9982,1.0,0.6139
607,0.9984,0.4276,0.9999,1.0,0.7162
608,0.9853,0.5984,0.9856,0.9948,0.2731
609,0.0871,0.9083,0.9312,0.9598,0.791
610,0.4362,0.8235,0.1179,0.1204,0.454
611,0.9907,0.188,0.8499,0.95,0.2447
612,0.3532,0.8003,0.8598,0.3175,0.1309
613,0.3651,0.1997,0.8184,0.9523,0.0808
614,0.9589,0.9699,0.9966,1.0,0.4939
615,0.9313,0.1334,0.9982,1.0,0.5729
616,0.9524,0.9406,0.9972,0.9999,0.3492
617,0.594,0.9271,0.8923,0.9995,0.8243
618,0.9994,0.9979,0.9985,0.9999,0.4292
619,0.9836,0.6477,0.983,0.9987,0.8025
620,0.9697,0.9118,0.9999,1.0,0.4608
621,0.9947,0.7333,1.0,1.0,0.7179
622,0.9332,0.6751,0.998,0.9947,0.0399
623,0.0706,0.7258,0.9903,1.0,0.4084
624,0.994,0.8513,0.9958,0.9525,0.7934
625,0.9461,0.9292,1.0,0.9701,0.9871
626,0.999,0.8233,0.9997,1.0,0.1264
627,0.9984,0.9883,1.0,1.0,0.462
628,0.9866,0.1125,0.9842,0.9999,0.4934
629,0.9976,0.9569,0.9996,0.9997,0.741
630,0.9963,0.3753,1.0,1.0,0.5307
631,0.9984,0.1837,1.0,1.0,0.4862
632,0.9951,0.9843,0.9953,0.9991,0.2592
633,0.721,0.9876,0.9995,0.9997,0.5422
634,0.9894,0.9565,0.9261,0.9731,0.5268
635,0.9985,0.8612,0.999,0.9975,0.4756
636,1.0,0.5917,1.0,1.0,0.5698
637,1.0,0.9508,0.9998,1.0,0.6165
638,1.0,0.9307,0.9947,0.999,0.6904
639,0.0063,0.9816,0.9831,0.9945,0.7145
640,0.1687,0.3944,0.999,1.0,0.2339
641,0.9992,0.9197,0.9987,1.0,0.2237
642,0.9993,0.6292,0.9998,1.0,0.4278
643,0.1354,0.9565,0.5332,0.898,0.5654
644,0.9045,0.9619,0.9883,0.9995,0.5597
645,0.9999,0.5754,0.9997,1.0,0.302
646,0.2473,0.2162,0.9862,0.996,0.4426
647,0.9698,0.3931,0.9992,1.0,0.4683
648,0.9598,0.9377,0.9976,0.9931,0.5753
649,0.9998,0.7144,0.9932,0.997,0.1929
650,0.9958,0.9176,0.9957,0.9979,0.7922
651,0.8621,0.8384,0.9546,0.9791,0.7928
652,0.999,0.5506,1.0,1.0,0.6442
653,0.9997,0.2044,0.99,0.9996,0.4275
654,0.8865,0.906,0.9994,1.0,0.6441
655,0.1337,0.7392,0.9995,0.9995,0.6748
656,0.0313,0.8723,0.978,0.9942,0.2875
657,0.876,0.9804,0.9728,0.9984,0.847
658,0.9969,0.8461,0.9918,1.0,0.8809
659,0.9637,0.986,0.9995,0.9999,0.8512
660,0.0031,0.9404,0.9158,0.94,0.9237
661,0.9321,0.8938,0.9893,0.9993,0.7396
662,0.2967,0.8417,0.8826,0.999,0.4994
663,0.5879,0.8016,0.9647,0.9957,0.3433
664,0.9219,0.3535,0.9616,0.999,0.4511
665,0.992,0.4954,0.9803,0.9983,0.4968
666,0.9988,0.8839,0.9949,0.9836,0.4309
667,0.9996,0.946,0.9932,0.9997,0.5726
668,0.9928,0.8157,0.9141,0.6685,0.0782
669,0.9975,0.7311,0.7082,0.9727,0.7109
670,0.9961,0.76,0.9995,1.0,0.2739
671,0.9448,0.9749,0.9713,0.9995,0.6507
672,0.6403,0.9932,0.9979,0.9999,0.8568
673,0.9999,0.6924,0.9999,0.9999,0.3826
674,0.8382,0.5457,0.986,0.9626,0.6827
675,0.948,0.7638,0.8831,0.898,0.7045
676,0.9996,0.1128,0.978,0.9954,0.6894
677,0.9965,0.4878,0.9365,0.9886,0.2254
678,0.9986,0.4995,0.9983,1.0,0.4382
679,0.9964,0.1474,0.9552,0.9959,0.5249
680,0.9923,0.87,0.9968,1.0,0.2089
681,0.9162,0.7862,0.9073,0.9764,0.5457
682,0.9986,0.5019,0.9895,0.9833,0.8374
683,0.0722,0.8177,0.9431,0.8868,0.3338
684,0.9978,0.5732,0.9183,0.983,0.3541
685,0.9736,0.3029,0.9786,0.9997,0.3742
686,0.9054,0.5483,0.9743,0.9928,0.3683
687,0.995,0.9313,1.0,1.0,0.2801
688,0.876,0.8598,0.9786,0.9811,0.4393
689,0.9996,0.9831,0.9994,0.9999,0.8675
690,0.9874,0.1594,0.999,0.9999,0.4724
691,0.9852,0.96,0.9998,1.0,0.3641
692,0.9984,0.5707,0.9695,0.9999,0.5543
693,0.9977,0.4301,1.0,1.0,0.0294
694,0.9693,0.9592,0.9997,0.9999,0.3002
695,0.2946,0.5093,0.9959,0.9963,0.1617
696,0.9937,0.7457,1.0,1.0,0.121
697,0.9999,0.4406,1.0,1.0,0.3291
698,0.4877,0.6627,0.8135,0.0412,0.1734
699,1.0,0.9669,1.0,1.0,0.6875
700,0.3189,0.933,0.3387,0.4356,0.4684
701,1.0,0.4792,1.0,1.0,0.7649
702,0.9992,0.9008,1.0,1.0,0.7732
703,0.9967,0.9521,0.9998,1.0,0.9335
704,0.9732,0.7307,0.9994,0.9932,0.3341
705,0.7284,0.5049,0.9809,0.8687,0.5822
706,0.9685,0.1174,0.999,1.0,0.5479
707,0.9983,0.604,1.0,1.0,0.3431
708,0.9414,0.9438,0.9961,0.9989,0.5738
709,0.8816,0.6865,0.9996,1.0,0.7514
710,0.9712,0.9323,1.0,1.0,0.6622
711,0.9916,0.3362,0.9998,0.9995,0.5273
712,0.9833,0.8841,0.9742,0.8829,0.338
713,0.9989,0.2317,0.9921,0.9857,0.3915
714,0.9863,0.9927,0.9995,1.0,0.8317
715,0.9972,0.8686,1.0,1.0,0.8467
716,0.9976,0.8286,0.999,1.0,0.4861
717,0.4485,0.5807,0.994,0.9791,0.8976
718,0.8082,0.8909,0.9991,1.0,0.5944
719,0.9216,0.1489,0.3077,0.1742,0.5592
720,0.9835,0.9244,0.9997,1.0,0.6874
721,0.9727,0.7966,0.992,0.9984,0.6377
722,0.0031,0.7596,0.7093,0.9978,0.2544
723,0.8329,0.3432,0.8008,0.0534,0.0805
724,0.9699,0.0234,0.9689,0.8825,0.5444
725,0.9502,0.3761,0.9671,0.9859,0.455
726,0.6147,0.5816,0.9997,0.9999,0.1713
727,0.4821,0.8921,0.9834,0.9989,0.7229
728,0.8931,0.717,0.9967,1.0,0.7067
729,0.3299,0.9546,0.9832,0.9934,0.5851
730,0.7568,0.7774,0.9996,1.0,0.1922
731,0.9932,0.5183,0.9994,0.9999,0.5516
732,0.9994,0.6068,0.9986,0.9998,0.4381
733,0.992,0.6503,0.9983,0.9997,0.1397
734,0.8147,0.9537,0.9995,1.0,0.6141
735,0.9985,0.3393,1.0,1.0,0.3861
736,0.9643,0.885,0.9975,0.996,0.1831
737,0.9875,0.9594,0.9988,1.0,0.4252
738,0.1816,0.9299,0.6681,0.991,0.8796
739,0.6427,0.7622,0.9824,0.9998,0.4701
740,0.86,0.8358,0.9945,0.9913,0.8696
741,0.8854,0.9793,0.9989,0.9997,0.6627
742,0.9999,0.5742,0.9997,1.0,0.7233
743,0.9882,0.7472,0.9782,0.986,0.6233
744,0.9989,0.7981,0.9998,0.9996,0.485
745,0.9975,0.9379,0.9886,0.9999,0.2089
746,0.9944,0.4811,0.9999,1.0,0.4669
747,0.996,0.9861,1.0,1.0,0.9476
748,0.894,0.6468,0.9968,1.0,0.1819
749,0.497,0.6675,0.0394,0.3947,0.6237
750,0.9639,0.9877,0.9998,0.9999,0.4524
751,0.9999,0.3328,1.0,1.0,0.9294
752,0.9999,0.7878,0.9995,0.9999,0.3197
753,0.9695,0.8077,1.0,0.9999,0.479
754,0.4293,0.9527,0.9981,0.9933,0.3279
755,0.0855,0.9823,0.7591,0.9224,0.8503
756,0.9793,0.6564,0.9997,0.9936,0.676
757,0.9989,0.9318,1.0,0.9989,0.7893
758,0.9877,0.9316,1.0,1.0,0.7686
759,0.8429,0.752,0.9997,0.9999,0.6935
760,0.9987,0.9365,0.9806,0.9818,0.4248
761,0.0277,0.8854,0.9447,0.998,0.7935
762,0.9894,0.6908,0.9997,0.9996,0.6922
763,0.9977,0.8839,0.9999,1.0,0.6795
764,0.9872,0.9655,1.0,1.0,0.5647
765,0.9974,0.3183,0.9403,0.9253,0.8652
766,0.1008,0.1504,0.275,0.1679,0.211
767,0.3807,0.202,0.9917,0.9347,0.2132
768,0.9814,0.9748,0.982,0.9108,0.8508
769,0.9987,0.4875,1.0,1.0,0.3363
770,0.9996,0.8126,1.0,1.0,0.463
771,0.1548,0.8668,0.7422,0.7579,0.6996
772,0.9965,0.8697,1.0,0.9999,0.4884
773,0.9793,0.7491,0.9909,0.9624,0.7672
774,0.7262,0.7453,0.6127,0.766,0.7426
775,0.9807,0.8315,0.9999,0.9996,0.2321
776,0.999,0.7902,0.9858,0.9507,0.7365
777,0.9985,0.2303,0.9994,0.9904,0.6604
778,0.9811,0.1357,0.9998,1.0,0.1781
779,0.6897,0.9581,0.9999,0.9998,0.3035
780,0.8309,0.2294,1.0,1.0,0.3182
781,0.9918,0.7279,1.0,1.0,0.5349
782,0.9879,0.2941,0.9893,0.9855,0.5986
783,0.765,0.9396,0.9997,0.9999,0.4957
784,0.9895,0.4876,0.9998,0.9993,0.5509
785,0.993,0.845,0.995,0.9965,0.9015
786,0.999,0.502,1.0,1.0,0.3866
787,0.4905,0.9913,0.9944,0.9992,0.662
788,0.6396,0.7689,0.9688,0.9744,0.8407
789,0.9971,0.596,0.9999,0.9998,0.6793
790,0.9008,0.8356,0.999,0.9961,0.5362
791,0.98,0.2216,0.9989,0.999,0.2662
792,0.0652,0.5274,0.6121,0.6811,0.4951
793,0.9514,0.2239,0.9997,0.9999,0.3012
794,0.9737,0.9833,0.9952,0.9871,0.5965
795,0.6821,0.7443,0.9965,0.9925,0.2547
796,0.9997,0.9526,1.0,1.0,0.5424
797,0.9984,0.5878,0.9999,0.9998,0.2247
798,0.9992,0.8933,0.9999,0.9998,0.6287
799,0.2585,0.398,0.0393,0.241,0.735
800,0.5063,0.7367,0.2661,0.5927,0.3773
801,0.546,0.9693,0.9995,0.9985,0.8795
802,0.9965,0.802,0.9996,0.9991,0.2888
803,0.9979,0.9418,1.0,1.0,0.7207
804,0.6644,0.9677,0.9996,0.9978,0.5365
805,0.9973,0.9584,0.9965,0.9985,0.7265
806,0.9993,0.815,0.9991,0.9833,0.6946
807,0.7974,0.9227,0.6557,0.762,0.4242
808,0.881,0.87,0.9964,0.97,0.8072
809,0.8274,0.5782,0.9976,0.9955,0.6415
810,0.9004,0.9259,0.997,0.9999,0.7289
811,0.9999,0.7042,1.0,1.0,0.3454
812,0.9923,0.9704,0.9998,1.0,0.554
813,0.996,0.2587,1.0,1.0,0.6573
814,0.9357,0.6696,1.0,1.0,0.5594
815,0.0163,0.4464,0.9889,0.9987,0.9205
816,0.9992,0.8595,0.9996,0.9997,0.2637
817,0.9994,0.9537,0.9978,0.9982,0.8044
818,0.494,0.0779,0.9926,0.9872,0.2465
819,0.424,0.6149,0.9999,0.9999,0.171
820,0.1567,0.9831,0.9582,0.9918,0.7732
821,0.9977,0.2593,0.9999,1.0,0.2815
822,0.992,0.284,0.9189,0.9425,0.2765
823,0.9222,0.4604,0.9999,1.0,0.6059
824,0.4414,0.9147,0.9781,0.994,0.4571
825,0.0871,0.9664,0.9927,0.9976,0.2529
826,0.9936,0.7341,0.9885,0.9712,0.5104
827,0.5651,0.2283,0.9976,0.9945,0.7732
828,0.9998,0.9689,0.9999,1.0,0.6845
829,0.7642,0.9006,0.99,0.9903,0.8273
830,0.1524,0.9936,0.9684,0.9457,0.8129
831,0.989,0.1806,0.605,0.6244,0.4188
832,0.9965,0.4391,0.9948,0.9979,0.3862
833,0.2611,0.6687,0.9952,0.9966,0.7915
834,0.9106,0.2746,0.9507,0.6773,0.4717
835,0.2916,0.504,0.9368,0.9555,0.2794
836,0.9323,0.8728,0.8448,0.484,0.5311
837,0.9986,0.6957,1.0,1.0,0.6045
838,0.9997,0.3589,1.0,1.0,0.5582
839,0.8025,0.6754,0.9934,0.999,0.6182
840,0.8628,0.9843,0.9996,0.9996,0.6033
841,0.5921,0.9259,0.9995,0.9992,0.6169
842,0.9702,0.9319,1.0,1.0,0.4386
843,0.9367,0.2197,0.9983,0.9997,0.7562
844,0.998,0.9614,1.0,1.0,0.7031
845,0.6568,0.6361,0.9281,0.876,0.2572
846,0.8649,0.8152,1.0,1.0,0.2304
847,0.2467,0.8915,0.9999,1.0,0.6502
848,0.9995,0.9098,1.0,0.9999,0.2987
849,0.9947,0.1561,0.9997,0.9999,0.4707
850,0.9983,0.9556,1.0,1.0,0.7617
851,0.9979,0.9844,0.9625,0.713,0.4384
852,0.9972,0.0978,0.9997,0.9999,0.4799
853,0.9976,0.7141,1.0,1.0,0.5857
854,0.9596,0.9296,0.4487,0.4274,0.9527
855,0.9209,0.296,0.9798,0.9938,0.295
856,0.7261,0.8174,0.9999,0.9996,0.6387
857,0.984,0.8525,0.9967,0.8644,0.5526
858,0.7622,0.8747,0.9833,0.9922,0.3852
859,0.9995,0.9258,1.0,0.9998,0.3272
860,0.9986,0.5475,1.0,0.9999,0.4627
861,0.3414,0.8225,0.9056,0.9542,0.8456
862,0.9936,0.8438,0.9992,0.9998,0.7117
863,0.8641,0.862,0.9824,0.9135,0.7527
864,0.1833,0.91,0.5171,0.3763,0.5326
865,0.9949,0.6998,0.8293,0.5632,0.6607
866,0.1491,0.8168,0.8783,0.9832,0.5967
867,0.8327,0.4951,0.3254,0.6871,0.1801
868,0.8971,0.8822,0.838,0.9969,0.932
869,0.8217,0.7874,0.6128,0.5674,0.2189
870,0.9463,0.9418,0.7252,0.997,0.8601
871,0.9909,0.9309,0.2458,0.4138,0.6994
872,0.3986,0.979,0.5813,0.3956,0.6473
873,0.9768,0.9177,0.4677,0.8347,0.7928
874,0.8736,0.9001,0.2974,0.9649,0.8214
875,0.2893,0.9665,0.3559,0.0284,0.3507
876,0.628,0.9243,0.9244,0.9834,0.7008
877,0.3148,0.6031,0.8165,0.993,0.9239
878,0.0459,0.9559,0.846,0.7546,0.6281
879,0.1808,0.1379,0.733,0.5606,0.8248
880,0.4322,0.7155,0.8663,0.7498,0.4136
881,0.2284,0.7658,0.3755,0.9632,0.9828
882,0.0992,0.9731,0.388,0.5821,0.659
883,0.6188,0.8697,0.2972,0.5592,0.9137
884,0.5941,0.8166,0.9574,0.8058,0.2015
885,0.9995,0.8513,0.5938,0.8142,0.6062
886,0.7628,0.4071,0.2001,0.602,0.1904
887,0.8592,0.3067,0.6452,0.9266,0.6725
888,0.2285,0.6041,0.6546,0.9481,0.9823
889,0.9979,0.4003,0.5795,0.8548,0.6999
890,0.9907,0.8852,0.4686,0.4847,0.5204
891,0.0922,0.7754,0.3554,0.4883,0.2674
892,0.9067,0.6361,0.4449,0.3622,0.3253
893,0.7107,0.8506,0.6872,0.9737,0.9358
894,0.7904,0.504,0.3361,0.6467,0.4465
895,0.0091,0.5204,0.8365,0.6382,0.4726
896,0.9912,0.948,0.7522,0.9961,0.9011
897,0.7559,0.7067,0.7419,0.9701,0.867
898,0.0122,0.721,0.1754,0.1135,0.7667
899,0.9999,0.4615,0.5485,0.9782,0.4318
900,0.05,0.2756,0.1911,0.0508,0.6308
901,0.0852,0.7239,0.4575,0.4647,0.0746
902,0.0053,0.8375,0.2122,0.7274,0.6979
903,0.9809,0.8691,0.1631,0.7454,0.6939
904,0.9981,0.3826,0.6855,0.9767,0.7042
905,0.8992,0.8055,0.5806,0.9332,0.3533
906,0.3611,0.654,0.5144,0.5146,0.553
907,0.0958,0.947,0.6476,0.9654,0.7784
908,0.9629,0.7226,0.3563,0.8604,0.5302
909,0.003,0.9001,0.9469,0.1659,0.8446
910,0.0271,0.7197,0.7106,0.975,0.8514
911,0.9822,0.8674,0.6249,0.7206,0.7528
912,0.6169,0.3974,0.8802,0.9432,0.7317
913,0.1891,0.7086,0.7895,0.8175,0.2784
914,0.9419,0.9413,0.657,0.5571,0.3885
915,0.7045,0.5445,0.2722,0.4934,0.7351
916,0.7928,0.6592,0.4308,0.9844,0.7952
917,0.6988,0.3586,0.1876,0.6951,0.4127
918,0.5324,0.7407,0.4746,0.9499,0.7653
919,0.0719,0.4696,0.598,0.9453,0.392
920,0.8996,0.6978,0.8853,0.777,0.7131
921,0.1315,0.902,0.8771,0.9818,0.7708
922,0.999,0.6297,0.6627,0.98,0.2793
923,0.4437,0.187,0.844,0.9325,0.6937
924,0.8364,0.3653,0.4342,0.1164,0.7995
925,0.0133,0.7778,0.3485,0.2498,0.3787
926,0.9817,0.7813,0.6613,0.8958,0.5235
927,0.9799,0.9419,0.6446,0.0565,0.2658
928,0.0822,0.868,0.4568,0.3335,0.33
929,0.623,0.921,0.2587,0.5596,0.8899
930,0.4361,0.9288,0.7558,0.6729,0.2923
931,0.9588,0.156,0.5256,0.9844,0.757
932,0.1255,0.3832,0.3974,0.0285,0.5182
933,0.3734,0.9916,0.7274,0.9965,0.9502
934,0.8804,0.9189,0.4752,0.7723,0.8888
935,0.6001,0.9612,0.9391,0.7148,0.6651
936,0.6262,0.7279,0.3107,0.7229,0.8069
937,0.7698,0.7343,0.2474,0.7148,0.7258
938,0.6243,0.6421,0.4261,0.5967,0.6699
939,0.9141,0.2124,0.6278,0.7768,0.5198
940,0.6732,0.9821,0.2837,0.3879,0.3798
941,0.3216,0.8799,0.5179,0.0298,0.2564
942,0.9852,0.7759,0.4717,0.3011,0.3065
943,0.9858,0.9853,0.449,0.3048,0.5421
944,0.7826,0.9614,0.4706,0.584,0.2616
945,0.6541,0.2049,0.634,0.9568,0.8811
946,0.9835,0.754,0.6679,0.7026,0.4452
947,0.1481,0.7855,0.4584,0.7025,0.8667
948,0.5344,0.3026,0.8161,0.9375,0.8366
949,0.206,0.9395,0.5953,0.3191,0.1797
950,0.3915,0.8605,0.093,0.0032,0.18
951,0.7629,0.6446,0.5934,0.0092,0.0495
952,0.6022,0.8717,0.6308,0.6899,0.7657
953,0.9974,0.6412,0.1953,0.3191,0.6323
954,0.9979,0.5353,0.5672,0.8266,0.2893
955,0.4975,0.5058,0.8079,0.9852,0.9026
956,0.2534,0.4948,0.668,0.1833,0.2767
957,0.0361,0.6292,0.5314,0.5051,0.3943
958,0.9455,0.5154,0.4113,0.0506,0.3382
959,0.7769,0.7846,0.3254,0.7379,0.58
960,0.9762,0.4054,0.9013,0.8781,0.2483
961,0.9989,0.9782,0.6767,0.9562,0.7754
962,0.4304,0.7646,0.4744,0.5853,0.1853
963,0.9849,0.9842,0.3391,0.4513,0.9253
964,0.9244,0.9066,0.5283,0.678,0.3062
965,0.9971,0.8375,0.8368,0.825,0.664
966,0.8566,0.5314,0.1254,0.2167,0.1937
967,0.9838,0.4647,0.1133,0.7355,0.39
968,0.9827,0.6809,0.2617,0.2462,0.2772
969,0.983,0.3523,0.3684,0.6169,0.2982
970,0.8705,0.8413,0.645,0.5758,0.7053
971,0.368,0.4788,0.4462,0.9226,0.6495
972,0.2097,0.3738,0.218,0.5911,0.7537
973,0.9898,0.4659,0.2392,0.0581,0.0755
974,0.9889,0.3736,0.4912,0.8727,0.611
975,0.0703,0.7445,0.7684,0.7727,0.7815
976,0.1884,0.942,0.4725,0.8768,0.755
977,0.2033,0.6541,0.5406,0.3564,0.5563
978,0.1424,0.2641,0.6906,0.276,0.6992
979,0.9982,0.7723,0.3964,0.8555,0.6743
980,0.0954,0.922,0.9567,0.9238,0.6064
981,0.9743,0.6481,0.7846,0.9495,0.4064
982,0.9995,0.6373,0.9744,0.6269,0.3171
983,0.8925,0.9251,0.9808,0.8625,0.9397
984,0.9993,0.5663,0.8637,0.2457,0.7341
985,0.9993,0.3261,0.8682,0.8907,0.434
986,0.4951,0.4706,0.5383,0.3567,0.6255
987,0.8655,0.9041,0.9846,0.4892,0.4545
988,0.033,0.9011,0.4555,0.1078,0.7356
989,0.095,0.679,0.3898,0.1038,0.035
990,0.0049,0.9635,0.6161,0.2565,0.6089
991,0.9363,0.6177,0.8387,0.9876,0.9867
992,0.0233,0.8158,0.6065,0.9757,0.9293
993,0.8057,0.9648,0.3896,0.6816,0.7552
994,0.6601,0.6704,0.9862,0.9988,0.7589
995,0.9235,0.81,0.9131,0.9214,0.636
996,0.5505,0.377,0.9622,0.941,0.6812
997,0.0134,0.8228,0.0493,0.324,0.3612
998,0.0065,0.9034,0.529,0.1861,0.7731
999,0.0024,0.9309,0.2667,0.3181,0.6868
1000,0.3269,0.4372,0.2194,0.1633,0.5697
1001,0.8505,0.7732,0.4981,0.9236,0.3852
1002,0.9981,0.8993,0.1916,0.0871,0.8018
1003,0.2498,0.8336,0.7776,0.9506,0.9451
1004,0.8511,0.765,0.3156,0.7071,0.3688
1005,0.0976,0.7787,0.9133,0.9428,0.5829
1006,0.9998,0.8311,0.9809,0.9645,0.6474
1007,0.979,0.317,0.0864,0.5543,0.3158
1008,0.1064,0.1671,0.8949,0.0875,0.6001
1009,0.9785,0.0944,0.3419,0.3131,0.8837
1010,0.9977,0.6872,0.6217,0.1909,0.269
1011,0.0088,0.8087,0.0884,0.735,0.9159
1012,0.2277,0.6609,0.2324,0.0168,0.0878
1013,0.1147,0.8854,0.7426,0.8354,0.8481
1014,0.7183,0.2885,0.5834,0.5338,0.0287
1015,0.9938,0.6582,0.8678,0.4058,0.6175
1016,0.9949,0.9595,0.5627,0.733,0.3529
1017,0.9825,0.6492,0.8068,0.0115,0.0022
1018,0.7161,0.7572,0.5666,0.9694,0.716
1019,0.0191,0.4709,0.8328,0.9582,0.9829
1020,0.582,0.7243,0.9612,0.9919,0.8922
1021,0.6883,0.831,0.1066,0.1608,0.8683
1022,0.856,0.4955,0.8966,0.7845,0.1328
1023,0.9855,0.9206,0.9826,0.9806,0.723
1024,0.9365,0.7022,0.491,0.371,0.0884
1025,0.6879,0.8872,0.7411,0.9116,0.6481
1026,0.9357,0.97,0.4296,0.4223,0.5771
1027,0.0088,0.6512,0.6308,0.1448,0.148
1028,0.994,0.456,0.9277,0.1292,0.5747
1029,0.4684,0.6212,0.5172,0.2356,0.1835
1030,0.8258,0.5914,0.2197,0.1023,0.7155
1031,0.9847,0.7026,0.8313,0.0093,0.0143
1032,0.9611,0.9021,0.6445,0.0003,0.497
1033,0.9707,0.478,0.9108,0.8688,0.7691
1034,0.9425,0.474,0.9438,0.9978,0.9895
1035,0.5696,0.8829,0.9351,0.8934,0.5382
1036,0.2825,0.9762,0.8576,0.9515,0.9926
1037,0.0003,0.9073,0.3211,0.2913,0.9085
1038,0.872,0.0482,0.7548,0.4789,0.4339
1039,0.9188,0.843,0.6371,0.9697,0.9835
1040,0.0063,0.8612,0.4834,0.7136,0.9623
1041,0.8359,0.8921,0.4979,0.6487,0.9234
1042,0.0458,0.6274,0.5632,0.4,0.3248
1043,0.1029,0.8408,0.7246,0.9005,0.694
1044,0.9995,0.925,0.4474,0.7008,0.2412
1045,0.9918,0.1943,0.7877,0.8468,0.7011
1046,0.9977,0.7116,0.7829,0.9953,0.9695
1047,0.0266,0.8527,0.4839,0.1803,0.355
1048,0.2064,0.8454,0.4771,0.816,0.4149
1049,0.0088,0.9462,0.8961,0.7319,0.8574
1050,0.9562,0.9372,0.7559,0.0343,0.0833
1051,0.729,0.8181,0.2023,0.0653,0.1419
1052,0.9743,0.24,0.6215,0.8928,0.9415
1053,0.3873,0.7778,0.5542,0.6901,0.4684
1054,0.989,0.4846,0.359,0.4628,0.2484
