,fbcsp,eegnet,safka_csp,multikernel_safka_csp,csp
529,0.3559,0.899,0.7513,0.1617,0.6643
530,0.1152,0.9496,0.4313,0.0687,0.6355
531,0.9266,0.3242,0.2701,0.9162,0.141
532,0.9348,0.1956,0.8178,0.7264,0.2039
533,0.9541,0.2443,0.9593,0.9995,0.6743
534,0.434,0.7023,0.6614,0.9902,0.7471
535,0.5427,0.8792,0.6694,0.9235,0.9382
536,0.5525,0.3415,0.8508,0.6389,0.1773
537,0.9961,0.2547,0.936,0.6146,0.6747
538,0.5966,0.9023,0.7228,0.2071,0.1342
539,0.8419,0.8451,0.521,0.6899,0.4404
540,0.9439,0.8526,0.583,0.9935,0.5051
541,0.5485,0.0896,0.863,1.0,0.8533
542,0.1484,0.8732,0.4921,0.4565,0.1424
543,0.6911,0.2616,0.704,0.6777,0.6494
544,0.9087,0.8825,0.8203,0.4057,0.6142
545,0.7186,0.8036,0.3426,0.7956,0.5436
546,0.9446,0.3816,0.6452,0.9162,0.2733
547,0.6022,0.7061,0.608,0.8837,0.3265
548,0.4804,0.2115,0.5822,0.8242,0.6962
549,0.9143,0.876,0.8889,0.9826,0.6983
550,0.0586,0.7461,0.4497,0.6383,0.4839
551,0.1478,0.9407,0.8351,0.9999,0.4598
552,0.2368,0.7508,0.3679,0.1576,0.3948
553,0.8649,0.1101,0.4416,0.7897,0.2978
554,0.3175,0.9584,0.7324,0.9089,0.4704
555,0.943,0.3771,0.626,0.6302,0.1432
556,0.3453,0.7283,0.6737,0.849,0.322
557,0.0735,0.3414,0.2532,0.2296,0.3793
558,0.9184,0.6357,0.3429,0.0332,0.1804
559,0.4921,0.952,0.6096,0.9691,0.8294
560,0.6623,0.3053,0.6238,0.946,0.142
561,0.0209,0.5363,0.6271,0.813,0.3803
562,0.9908,0.8593,0.5412,0.536,0.9375
563,0.0656,0.8537,0.8116,0.9613,0.1479
564,0.2993,0.3033,0.2301,0.1437,0.8467
565,0.9048,0.2074,0.4334,0.5644,0.0587
566,0.2032,0.7354,0.2545,0.3385,0.4349
567,0.2224,0.6253,0.4269,0.2435,0.2865
568,0.006,0.1271,0.6746,0.1981,0.5101
569,0.8967,0.9677,0.9035,0.9949,0.4556
570,0.954,0.342,0.9016,0.9908,0.8536
571,0.9799,0.7609,0.8932,0.9651,0.7962
572,0.9713,0.9096,0.7701,0.7363,0.2891
573,0.8369,0.268,0.3227,0.8093,0.6089
574,0.1255,0.3896,0.9556,0.1824,0.7553
575,0.0993,1.0,0.9879,1.0,0.9764
576,0.0575,0.8498,0.2156,0.4456,0.7337
577,0.3088,0.9178,0.3896,0.9132,0.7071
578,0.7022,0.8014,0.2658,0.9006,0.8073
579,0.738,0.0514,0.722,0.9837,0.6794
580,0.637,0.7248,0.5766,0.9063,0.6637
581,0.2038,0.0131,0.4387,0.6952,0.3503
582,0.9911,0.7938,0.8341,0.956,0.6329
583,0.9797,0.7222,0.6292,0.4453,0.8528
584,0.995,0.8677,0.4646,0.8749,0.7438
585,0.5229,0.066,0.6992,0.9243,0.5945
586,0.9787,0.201,0.7394,0.2725,0.606
587,0.0151,0.872,0.6846,0.9833,0.749
588,0.4112,0.1086,0.5998,0.6907,0.5076
589,0.4403,0.8428,0.5021,0.5517,0.4657
590,0.1829,0.3353,0.3826,0.4686,0.309
591,0.6124,0.9944,0.5288,0.7161,0.5475
592,0.9122,0.4337,0.7173,0.9859,0.635
593,0.8044,0.2904,0.7154,0.5595,0.5105
594,0.842,0.0843,0.6938,0.6824,0.3853
595,0.9379,0.9154,0.5053,0.7493,0.7916
596,0.3869,0.3494,0.7916,0.9217,0.2761
597,0.9935,0.3109,0.5552,0.923,0.8166
598,0.9996,0.6388,0.6212,0.7792,0.7181
599,0.569,0.0959,0.2885,0.5612,0.6223
600,0.3742,0.4458,0.2482,0.8328,0.6191
601,0.0596,0.6759,0.3242,0.8557,0.4468
602,0.8426,0.5821,0.9586,0.8924,0.8934
603,0.9969,0.6145,0.9566,0.7618,0.6736
604,0.2669,0.8437,0.8552,0.5355,0.3955
605,0.9084,0.7212,0.6775,0.0081,0.5371
606,0.7975,0.489,0.8786,0.9172,0.6196
607,0.6904,0.4028,0.5989,0.0355,0.5082
608,0.1067,0.559,0.5461,0.5615,0.4267
609,0.9936,0.471,0.84,0.9559,0.7513
610,0.5913,0.5711,0.7971,0.8423,0.909
611,0.9191,0.447,0.9864,0.9949,0.7995
612,0.9996,0.7271,0.8404,0.9317,0.5147
613,0.1096,0.2584,0.2951,0.2267,0.7039
614,0.2805,0.5177,0.6725,0.4457,0.6195
615,0.9963,0.6888,0.7578,0.9749,0.595
616,0.7954,0.4633,0.7185,0.8161,0.0882
617,0.9849,0.7681,0.7066,0.7029,0.5664
618,0.8148,0.0968,0.8848,0.0799,0.0341
619,0.0529,0.1825,0.0672,0.0186,0.5495
620,0.99,0.7374,0.9702,0.9936,0.667
621,0.9423,0.3225,0.9335,0.9209,0.3881
622,0.9352,0.4269,0.9681,0.9821,0.7932
623,0.1471,0.8639,0.8813,0.8578,0.3203
624,0.9964,0.3496,0.9422,0.957,0.8604
625,0.9783,0.6823,0.9643,0.8859,0.5384
626,0.9621,0.2548,0.9592,0.8919,0.3129
627,0.9822,0.4967,0.8067,0.6554,0.6514
628,0.9903,0.2878,0.784,0.8323,0.2751
629,0.8889,0.7347,0.6118,0.9456,0.1887
630,0.9992,0.8026,0.9911,0.9913,0.6836
631,0.9976,0.206,0.9208,0.9744,0.0807
632,0.9977,0.5425,0.9545,0.9537,0.1004
633,0.0068,0.6046,0.0331,0.0329,0.7117
634,0.0188,0.4435,0.0257,0.0054,0.411
635,0.0166,0.6385,0.042,0.0132,0.9046
636,0.1252,0.2263,0.0483,0.0718,0.8627
637,0.005,0.3592,0.7008,0.8284,0.9178
638,0.9804,0.4191,0.6068,0.3705,0.3328
639,0.9104,0.5995,0.7991,0.1886,0.4735
640,0.9667,0.7122,0.7847,0.7412,0.2573
641,0.3631,0.6905,0.7694,0.1852,0.3457
642,0.7929,0.2337,0.8271,0.5094,0.4272
643,0.9988,0.4006,0.9687,0.9961,0.7804
644,0.9984,0.5067,0.9874,0.99,0.4461
645,0.8499,0.013,0.7174,0.797,0.0477
646,0.6918,0.4342,0.9302,0.8262,0.6153
647,0.0153,0.0711,0.1991,0.0728,0.3915
648,0.444,0.9564,0.8817,0.9473,0.3672
649,0.9992,0.1202,0.9567,0.9929,0.8964
650,0.8595,0.4927,0.9387,0.8995,0.7584
651,0.9916,0.1455,0.9418,0.551,0.4601
652,0.7277,0.7008,0.9141,0.8519,0.643
653,1.0,0.8503,0.9994,1.0,0.5625
654,0.0775,0.1802,0.9068,0.972,0.995
655,0.9299,0.474,0.9728,0.9972,0.3328
656,0.6682,0.7118,0.673,0.6188,0.1507
657,0.9805,0.2226,0.5823,0.4133,0.4004
658,0.9071,0.1362,0.8472,0.8854,0.0153
659,0.9727,0.3978,0.7055,0.7979,0.379
660,0.9934,0.8289,0.5905,0.9378,0.9659
661,0.7893,0.5824,0.3389,0.3052,0.143
662,0.8505,0.238,0.3623,0.2489,0.2606
663,0.0009,0.0539,0.0292,0.0639,0.1319
664,0.1418,0.7656,0.1957,0.4192,0.8257
665,0.617,0.7273,0.8259,0.5279,0.2819
666,0.8624,0.8647,0.7999,0.9414,0.3492
667,0.6023,0.8172,0.831,0.9059,0.3481
668,0.9504,0.7336,0.7414,0.8738,0.194
669,0.6164,0.4019,0.9402,0.7279,0.8734
670,0.1137,0.8998,0.9146,0.2325,0.0
671,0.5323,0.9258,0.539,0.5306,0.1859
672,0.1249,0.1536,0.4542,0.5791,0.8367
673,0.5111,0.5392,0.1061,0.0049,0.2422
674,0.996,0.4365,0.9109,0.9913,0.8428
675,0.8765,0.4786,0.606,0.5104,0.8782
676,0.7037,0.8202,0.5273,0.9793,0.5228
677,0.9939,0.7712,0.8351,0.453,0.145
678,0.9657,0.6439,0.9155,0.8839,0.9384
679,0.9161,0.8506,0.9188,0.7618,0.6938
680,0.999,0.9058,0.9736,0.9843,0.5585
681,0.9078,0.9112,0.988,0.9935,0.7866
682,0.9842,0.7935,0.9672,0.996,0.4763
683,0.9885,0.609,0.9423,0.9794,0.7385
684,0.4003,0.8102,0.1174,0.1093,0.8073
685,0.1099,0.2642,0.1498,0.0091,0.8977
686,0.8103,0.0575,0.2778,0.0978,0.4844
687,0.954,0.9535,0.8419,0.844,0.5231
688,0.9947,0.6695,0.8269,0.8812,0.5608
689,0.9537,0.8772,0.8872,0.8768,0.3932
690,0.9552,0.309,0.5835,0.0744,0.5851
691,0.9782,0.154,0.964,0.6992,0.5721
692,0.7385,0.217,0.8688,0.9781,0.5219
693,0.9141,0.1742,0.9731,0.9231,0.547
694,0.9864,0.253,0.8664,0.6732,0.3261
695,0.0442,0.2454,0.1705,0.2956,0.6853
696,0.9981,0.767,0.9565,0.82,0.2852
697,0.9974,0.6208,0.9368,0.9475,0.8333
698,0.981,0.5347,0.962,0.9847,0.368
699,0.9895,0.5539,0.9546,0.9897,0.8119
700,0.9972,0.6833,0.9462,0.9847,0.8006
701,0.0093,0.6209,0.749,0.6225,0.4699
702,0.7822,0.3064,0.9077,0.8161,0.1078
703,0.8872,0.4944,0.8986,0.853,0.1376
704,0.9381,0.4639,0.8509,0.9476,0.1765
705,0.7079,0.0745,0.6842,0.2366,0.7526
706,0.9266,0.5087,0.7614,0.382,0.6974
707,0.3359,0.7484,0.3642,0.2251,0.2931
708,0.9978,0.8426,0.6399,0.7167,0.9295
709,0.7031,0.2229,0.6201,0.7899,0.1634
710,0.2653,0.4545,0.4946,0.5419,0.5426
711,0.1782,0.6336,0.525,0.2355,0.7455
712,0.4769,0.3676,0.5826,0.2758,0.5223
713,0.9776,0.1731,0.4931,0.8867,0.6181
714,0.044,0.884,0.2922,0.6949,0.8862
715,0.9139,0.5537,0.7834,0.9321,0.5429
716,0.9248,0.6695,0.6709,0.7477,0.6753
717,0.1858,0.5402,0.9708,0.9773,0.3294
718,0.001,0.4419,0.6171,0.8804,0.1351
719,0.7621,0.3918,0.3438,0.0939,0.7249
720,0.8533,0.1789,0.7352,0.995,0.1707
721,0.6917,0.0573,0.5401,0.9662,0.2014
722,0.9511,0.9891,0.9796,0.9999,0.6784
723,0.9865,0.9992,0.8289,0.9963,0.9574
724,0.9896,0.9623,0.8867,0.945,0.902
725,0.8563,0.3056,0.613,0.9104,0.0834
726,0.7623,0.938,0.9937,0.4301,0.9077
727,0.9966,0.025,0.5115,0.736,0.0359
728,0.9831,0.9141,0.8206,0.9391,0.8396
729,0.9664,0.8095,0.5647,0.9615,0.4063
730,0.0858,0.6517,0.3183,0.9829,0.8685
731,0.961,0.343,0.4332,0.95,0.7087
732,0.7076,0.3248,0.9796,0.9998,0.8161
733,0.1147,0.781,0.5768,0.9618,0.8962
734,0.7231,0.9664,0.4906,0.5372,0.8351
735,0.9561,0.7227,0.7985,0.9382,0.8976
736,0.929,0.5281,0.8941,0.5788,0.4016
737,0.9877,0.9789,0.9586,0.9985,0.8048
738,0.3635,0.1687,0.7555,0.9093,0.1314
739,0.9114,0.0293,0.7963,0.7661,0.9071
740,0.1694,0.6993,0.6481,0.5766,0.5247
741,0.3003,0.8492,0.6022,0.571,0.5425
742,0.9547,0.9566,0.5438,0.7998,0.6362
743,0.9925,0.9623,0.8236,0.9848,0.4423
744,0.2068,0.7215,0.5607,0.9827,0.8457
745,0.9843,0.9969,0.9903,0.999,0.9654
746,0.9475,0.9458,0.9862,0.9982,0.9767
747,0.9665,0.7985,0.9974,0.9575,0.9664
748,0.9403,0.6789,0.6314,0.9955,0.7972
749,0.2395,0.9783,0.7507,0.9763,0.7609
750,0.6285,0.9401,0.7254,0.9407,0.3818
751,0.2016,0.3386,0.7288,0.6042,0.4104
752,0.6116,0.8506,0.9841,0.9988,0.1803
753,0.3195,0.9918,0.032,0.0055,0.9891
754,0.147,0.0765,0.0158,0.0017,0.2724
755,0.4845,0.9972,0.0462,0.0178,0.8142
756,0.1262,0.5325,0.2395,0.6654,0.2956
757,0.0775,0.2204,0.2846,0.1349,0.706
758,0.9744,0.9328,0.4614,0.644,0.6526
759,0.8068,0.9937,0.8765,0.9158,0.9349
760,0.9495,0.8739,0.994,0.9909,0.7405
761,0.9807,0.9953,0.9337,0.9985,0.921
762,0.7493,0.8038,0.6145,0.8888,0.6182
763,0.3699,0.5295,0.3056,0.5918,0.5504
764,0.393,0.1149,0.2853,0.9696,0.2519
765,0.9426,0.0007,0.0,0.0002,0.0095
766,0.8244,0.3912,0.5949,0.1291,0.8077
767,0.3848,0.034,0.4994,0.5424,0.0585
768,0.9994,0.9498,0.9769,0.9693,0.9935
769,0.8593,0.6404,0.9074,0.9387,0.9242
770,0.9998,0.6791,0.8425,0.9965,0.6257
771,0.5201,0.6671,0.8231,0.9161,0.2937
772,0.9965,0.348,0.8179,0.9234,0.2823
773,0.6813,0.1557,0.9514,0.9832,0.8209
774,0.9888,0.5982,0.7166,0.8679,0.8094
775,0.8436,0.9415,0.426,0.9812,0.8503
776,0.1332,0.5143,0.2912,0.1888,0.1721
777,0.2403,0.3344,0.5165,0.5496,0.4641
778,0.9991,0.7825,0.9579,0.9756,0.7625
779,0.9882,0.5137,0.9215,0.9884,0.488
780,0.2767,0.3604,0.8088,0.5046,0.2357
781,0.255,0.8352,0.4005,0.8513,0.8168
782,0.0907,0.2778,0.2742,0.5398,0.8693
783,0.9965,0.3578,0.3665,0.8886,0.4427
784,0.9789,0.9817,0.4244,0.8877,0.7963
785,0.9895,0.907,0.8008,0.8568,0.9091
786,0.9958,0.9745,0.7913,0.9634,0.825
787,0.9926,0.6441,0.8787,0.9617,0.7979
788,0.9962,0.7841,0.7532,0.9671,0.9332
789,0.9941,0.746,0.9258,0.9668,0.8431
790,0.9042,0.8004,0.4054,0.4007,0.6628
791,0.9993,0.1938,0.7855,0.6393,0.8755
792,0.0498,0.5677,0.65,0.925,0.4241
793,0.3424,0.83,0.7832,0.8689,0.4268
794,0.9228,0.9884,0.7764,0.9895,0.6087
795,0.9913,0.9996,0.9119,0.9959,0.9767
796,0.1641,0.7095,0.6882,0.9221,0.4826
797,0.8983,0.78,0.7776,0.9962,0.8637
798,0.9884,0.0412,0.8911,0.9195,0.3731
799,0.9964,0.4046,0.8645,0.6183,0.8714
800,0.2786,0.4421,0.6199,0.8373,0.5212
801,0.882,0.2031,0.6347,0.1899,0.5881
802,0.3168,0.4045,0.378,0.0645,0.9124
803,0.0322,0.7599,0.6649,0.9641,0.7654
804,0.0526,0.9395,0.1433,0.226,0.894
805,0.9981,0.5274,0.9556,0.9663,0.9449
806,0.6218,0.6612,0.9851,0.9756,0.3041
807,0.7814,0.738,0.9002,0.9353,0.8648
808,0.9064,0.2357,0.5988,0.9958,0.8292
809,0.4615,0.7375,0.9532,0.2408,0.5362
810,0.8931,0.9305,0.9855,0.6054,0.8323
811,0.8739,0.1976,0.5554,0.5121,0.4223
812,0.8733,0.7054,0.319,0.7091,0.8484
813,0.1764,0.7931,0.5605,0.5872,0.8943
814,0.5278,0.1889,0.2598,0.6673,0.701
815,0.9949,0.9876,0.9438,0.9739,0.9398
816,0.3903,0.6693,0.8818,0.9645,0.5081
817,0.9683,0.9964,0.9115,0.9893,0.4701
818,0.9746,0.8567,0.9862,0.998,0.9237
819,0.5596,0.6981,0.015,0.6148,0.9842
820,0.922,0.91,0.938,0.9992,0.9485
821,0.9779,0.7383,0.9948,0.9986,0.965
822,0.9657,0.8265,0.9912,0.9924,0.57
823,0.996,0.4438,0.8841,0.9275,0.2528
824,0.9373,0.9195,0.9399,0.9588,0.7151
825,0.0733,0.3274,0.0475,0.0001,0.5854
826,0.0548,0.5998,0.1096,0.0007,0.8462
827,0.9387,0.3616,0.7411,0.8223,0.8035
828,0.3574,0.571,0.4374,0.9055,0.4899
829,0.8465,0.7167,0.5001,0.8346,0.6206
830,0.3353,0.1897,0.1909,0.8551,0.3845
831,0.012,0.5236,0.2145,0.2915,0.6626
832,0.0004,0.7755,0.1657,0.0685,0.3825
833,0.9944,0.1094,0.7843,0.9469,0.6775
834,0.9949,0.8681,0.9534,0.993,0.781
835,0.9073,0.8599,0.9613,0.9659,0.8165
836,0.9866,0.7293,0.9815,0.9747,0.5387
837,0.8875,0.4606,0.5012,0.7428,0.2507
838,0.9833,0.7698,0.9621,0.9811,0.6949
839,0.9747,0.6134,0.944,0.9263,0.3187
840,0.9987,0.9944,0.5581,0.5556,0.9382
841,0.0897,0.9427,0.6235,0.4889,0.6566
842,0.1711,0.7259,0.3123,0.1971,0.6818
843,0.5143,0.9555,0.4997,0.5576,0.3921
844,0.8486,0.8086,0.1993,0.3307,0.3219
845,0.5142,0.4374,0.6752,0.2369,0.3199
846,0.9908,0.9851,0.494,0.8713,0.9178
847,0.8001,0.8375,0.3233,0.288,0.966
848,0.573,0.7864,0.4373,0.0971,0.918
849,0.8004,0.1301,0.2383,0.4642,0.3814
850,0.7467,0.6178,0.373,0.1943,0.5308
851,0.2694,0.9897,0.5197,0.468,0.6493
852,0.9264,0.3968,0.417,0.7311,0.7503
853,0.7444,0.8494,0.3379,0.2439,0.7845
854,0.4563,0.9331,0.8916,0.9603,0.4133
855,0.4739,0.9983,0.7276,0.666,0.9277
856,0.7554,0.9529,0.7706,0.9937,0.449
857,0.9995,0.1469,0.4291,0.3076,0.4136
858,0.9303,0.8309,0.6562,0.5229,0.7579
859,0.2696,0.3532,0.5301,0.8922,0.6603
860,0.799,0.8631,0.6881,0.7346,0.8078
861,0.8289,0.8399,0.743,0.7871,0.9432
862,0.9952,0.9933,0.8213,0.8074,0.8914
863,0.6388,0.7317,0.7925,0.5871,0.6699
864,0.3465,0.9942,0.5677,0.7033,0.9676
865,0.6368,0.1086,0.6448,0.4747,0.366
866,0.0039,0.0557,0.3909,0.3942,0.4579
867,0.9986,0.9121,0.5776,0.7452,0.7837
868,0.8797,0.3035,0.5528,0.2855,0.6632
869,0.9986,0.904,0.3038,0.31,0.8101
870,0.9967,0.2029,0.457,0.7588,0.0811
871,0.9052,0.4289,0.5472,0.4893,0.6058
872,0.9952,0.7345,0.632,0.7044,0.2773
873,0.3528,0.9841,0.582,0.6495,0.885
874,0.9899,0.5158,0.5663,0.5344,0.1512
875,0.9886,0.9193,0.7013,0.9388,0.764
876,0.2003,0.9625,0.4919,0.7679,0.3903
877,0.9702,0.8004,0.6686,0.5847,0.6641
878,0.7725,0.2454,0.7845,0.7647,0.0393
879,0.8383,0.9081,0.7217,0.6821,0.9429
880,0.0652,0.8202,0.6274,0.8378,0.5674
881,0.0217,0.9985,0.6848,0.7259,0.913
882,0.7276,0.9958,0.7884,0.8852,0.8278
883,0.7831,0.817,0.3928,0.2351,0.4189
884,0.9995,0.9993,0.7525,0.8714,0.6195
885,0.9802,0.8164,0.5211,0.4074,0.8719
886,0.3274,0.5142,0.7751,0.5553,0.2931
887,0.9491,0.9831,0.7802,0.5977,0.299
888,0.9392,0.9994,0.586,0.5477,0.9749
889,0.923,0.7421,0.4693,0.87,0.5901
890,0.4117,0.7559,0.6864,0.2972,0.0989
891,0.9564,0.0117,0.28,0.7929,0.2288
892,0.9709,0.9936,0.722,0.3993,0.5865
893,0.8618,0.2508,0.4488,0.8547,0.0204
894,0.4891,0.4845,0.3783,0.0759,0.5509
895,0.8261,0.3983,0.4394,0.1034,0.4024
896,0.713,0.5921,0.482,0.0739,0.1879
897,0.8908,0.2509,0.4522,0.9007,0.0471
898,0.28,0.8417,0.647,0.9446,0.7887
899,0.4797,0.9589,0.6152,0.8897,0.9412
900,0.3158,0.972,0.2757,0.3778,0.853
901,0.9196,0.8585,0.3565,0.301,0.8162
902,0.9084,0.9564,0.332,0.4701,0.9598
903,0.3521,0.9861,0.3636,0.1585,0.6545
904,0.3929,0.8304,0.8147,0.8002,0.492
905,0.9929,0.9978,0.4451,0.6464,0.9289
906,0.3216,0.9988,0.6314,0.819,0.9515
907,0.995,0.9794,0.507,0.2521,0.8039
908,0.5992,0.9143,0.6188,0.9011,0.7449
909,0.9886,0.8244,0.6427,0.8188,0.7132
910,0.9164,0.9892,0.8409,0.5874,0.9703
911,0.8483,0.9314,0.6998,0.8447,0.5399
912,0.3757,0.6399,0.7627,0.9708,0.633
913,0.8535,0.8691,0.8193,0.8763,0.8909
914,0.9781,0.9423,0.4156,0.9616,0.8713
915,0.5093,0.8302,0.3037,0.583,0.6154
916,0.8463,0.8949,0.3781,0.9673,0.5828
917,0.9135,0.9718,0.5076,0.9656,0.7249
918,0.9754,0.2268,0.4503,0.6092,0.3031
919,0.7579,0.9992,0.5125,0.0816,0.9623
920,0.426,0.9332,0.6244,0.955,0.8635
921,0.0697,0.8049,0.7585,0.8999,0.5868
922,0.0902,0.8075,0.541,0.4517,0.4968
923,0.7046,0.8471,0.6933,0.0738,0.694
924,0.8475,0.4444,0.5949,0.9266,0.692
925,0.7926,0.7295,0.6703,0.9183,0.7372
926,0.0952,0.7368,0.5362,0.7831,0.4272
927,0.9847,0.7526,0.7826,0.8891,0.623
928,0.936,0.4999,0.9122,0.9985,0.2709
929,0.9959,0.7879,0.9999,0.9548,0.8911
930,0.9796,0.8937,0.9998,0.9996,0.9197
931,0.9248,0.686,0.7873,0.8901,0.7024
932,0.8148,0.9195,0.4331,0.9647,0.6952
933,0.5492,0.7677,0.8829,0.9906,0.6619
934,0.7833,0.9732,0.852,0.9915,0.1504
935,0.9367,0.9976,0.9325,0.952,0.3931
936,0.655,0.6252,0.614,0.9084,0.8889
937,0.0897,0.4787,0.4597,0.9314,0.8797
938,0.6013,0.2734,0.6032,0.9918,0.169
939,0.1094,0.8975,0.3518,0.1352,0.4008
940,0.8848,0.0004,0.3385,0.9645,0.1697
941,0.7022,0.9967,0.7776,0.8365,0.8185
942,0.8447,0.2793,0.6903,0.8194,0.5326
943,0.001,0.1467,0.4128,0.8173,0.1201
944,0.4675,0.8999,0.3549,0.5829,0.8427
945,0.8058,0.9296,0.3955,0.6174,0.2852
946,0.8351,0.9717,0.3082,0.3808,0.278
947,0.8813,0.2462,0.4155,0.3362,0.9164
948,0.84,0.9554,0.4841,0.2273,0.7281
949,0.6128,0.9561,0.6587,0.4594,0.575
950,0.1022,0.4456,0.4126,0.8642,0.7929
951,0.4934,0.7856,0.3566,0.4107,0.4938
952,0.9982,0.7207,0.7607,0.802,0.2357
953,0.9981,0.9827,0.7634,0.9818,0.995
954,0.9973,0.5673,0.8284,0.8082,0.8718
955,0.0001,0.6062,0.0916,0.0005,0.0097
956,1.0,0.9055,0.4412,0.3691,0.9333
957,0.0134,0.2415,0.5144,0.6086,0.4899
958,1.0,0.9246,0.6255,0.3299,0.8506
959,0.0646,0.8593,0.7895,0.9104,0.9361
960,0.9731,0.8985,0.9834,0.9981,0.5926
961,0.2178,0.9654,0.8579,0.951,0.4844
962,0.232,0.8921,0.8576,0.4195,0.8275
963,0.0221,0.0403,0.8133,0.8269,0.8094
964,0.803,0.6679,0.2787,0.0584,0.5766
965,0.0011,0.3999,0.7614,0.599,0.5774
966,0.9034,0.8416,0.5414,0.7335,0.6395
967,0.162,0.8404,0.4243,0.6879,0.5862
968,0.9734,0.5027,0.9088,0.917,0.7777
969,0.9873,0.9943,0.5756,0.4969,0.9246
970,0.0694,0.5358,0.5073,0.8967,0.6005
971,0.9937,0.4222,0.7698,0.9816,0.3815
972,0.1474,0.8836,0.2544,0.2035,0.3109
973,0.9319,0.7224,0.2794,0.4555,0.2927
974,1.0,0.538,0.9585,0.9917,0.4017
975,0.8967,0.0828,0.9222,0.9993,0.4924
976,0.0297,0.042,0.2556,0.3911,0.344
977,0.8751,0.342,0.8182,0.9485,0.1387
978,0.9797,0.8885,0.9833,0.9797,0.462
979,0.557,0.2711,0.9738,0.982,0.5082
980,0.9932,0.9074,0.9896,0.9913,0.8695
981,0.9201,0.3409,0.818,0.4408,0.4678
982,0.6845,0.6295,0.9569,0.9742,0.2557
983,0.4106,0.7218,0.2698,0.6446,0.5534
984,0.5542,0.3522,0.9578,0.9552,0.953
985,0.6865,0.4246,0.8696,0.8201,0.9211
986,0.746,0.06,0.8424,0.9804,0.8606
987,0.899,0.3998,0.2792,0.0959,0.2682
988,0.9846,0.2161,0.5639,0.5415,0.6194
989,0.9937,0.7447,0.9455,0.9707,0.8175
990,0.7703,0.1459,0.8779,0.9491,0.9041
991,0.0298,0.0412,0.3683,0.4136,0.4795
992,0.4178,0.7145,0.796,0.7054,0.2242
993,0.9593,0.4764,0.9638,0.8261,0.0069
994,0.937,0.7354,0.7739,0.7636,0.0622
995,0.7501,0.6705,0.7191,0.1313,0.1305
996,0.2083,0.5232,0.9708,0.6647,0.1773
997,0.6362,0.9328,0.7184,0.9826,0.0412
998,0.1275,0.1605,0.0118,0.0329,0.9821
999,0.9196,0.8239,0.9692,0.9663,0.5145
1000,0.9677,0.755,0.944,0.945,0.9914
1001,0.9949,0.1203,0.5836,0.5563,0.7294
1002,0.9933,0.2157,0.7294,0.7388,0.9073
1003,0.9834,0.0488,0.9715,0.9949,0.9551
1004,0.453,0.8899,0.9525,0.852,0.9584
1005,0.1777,0.2432,0.4678,0.2574,0.1557
1006,0.7098,0.9527,0.9535,0.99,0.3257
1007,0.1187,0.0468,0.863,0.9693,0.9167
1008,0.8464,0.5514,0.7999,0.9435,0.3742
1009,0.8406,0.7187,0.5782,0.767,0.3677
1010,0.8207,0.3673,0.7546,0.9842,0.8307
1011,0.939,0.4292,0.7392,0.887,0.6072
1012,0.0463,0.1931,0.7418,0.8216,0.7276
1013,0.7433,0.9102,0.3907,0.2716,0.9404
1014,0.9005,0.0886,0.5674,0.7534,0.7498
1015,0.7826,0.1746,0.5211,0.5772,0.4117
1016,0.6962,0.5404,0.2032,0.353,0.4205
1017,0.9241,0.8122,0.357,0.3188,0.4032
1018,0.6208,0.3991,0.4027,0.8349,0.1882
1019,0.0329,0.348,0.5197,0.0105,0.4893
1020,0.9563,0.8673,0.3576,0.677,0.3839
1021,0.3354,0.5128,0.1227,0.078,0.8025
1022,0.3236,0.652,0.1502,0.806,0.8436
1023,0.0918,0.3215,0.159,0.1517,0.375
1024,0.8755,0.557,0.6092,0.9921,0.3546
1025,0.8821,0.4428,0.9467,0.1097,0.8567
1026,0.9992,0.169,0.9326,0.8583,0.1391
1027,0.8109,0.2274,0.9398,0.7719,0.645
1028,0.977,0.582,0.6258,0.9397,0.2413
1029,0.942,0.6901,0.7441,0.6196,0.3488
1030,0.4849,0.6814,0.6291,0.7813,0.4887
1031,0.951,0.8738,0.7519,0.9505,0.1407
1032,0.9979,0.1746,0.9863,0.9985,0.4115
1033,0.9902,0.6841,0.9248,0.9751,0.5262
1034,0.646,0.8141,0.7527,0.7815,0.8181
1035,0.7005,0.8077,0.6493,0.6836,0.869
1036,0.9925,0.939,0.7581,0.7815,0.8003
1037,0.6407,0.2545,0.0973,0.1393,0.3031
1038,0.6321,0.363,0.4546,0.4586,0.4636
1039,0.7902,0.6975,0.6517,0.6173,0.7167
1040,0.6367,0.6938,0.8264,0.657,0.7659
1041,0.7848,0.3119,0.9379,0.6924,0.6354
1042,0.48,0.707,0.5827,0.5361,0.85
1043,0.209,0.323,0.0332,0.2222,0.4816
1044,0.0018,0.9173,0.1406,0.0284,0.7004
1045,0.9912,0.1924,0.9417,0.917,0.8829
1046,0.8567,0.4965,0.9796,0.9887,0.5946
1047,0.9678,0.8958,0.944,0.8136,0.7066
1048,0.7565,0.8849,0.2503,0.7513,0.8012
1049,0.9958,0.0889,0.9114,0.9403,0.385
1050,0.9827,0.4425,0.8434,0.926,0.6724
1051,0.9468,0.7528,0.8885,0.8944,0.6834
1052,0.9839,0.1905,0.9315,0.9166,0.7215
1053,0.2328,0.8558,0.871,0.4608,0.7777
